protein,logFC,AveExpr,t,P.Value,fdr,comparison
bcl2l1,0.126107710864267,-0.0560014252492171,1.92041152244837,0.0548118671823418,0.967778100000697,hla_interaction_pre
cngb3,-0.174256405431031,0.071304536642162,-1.90884791075833,0.0562876814827834,0.967778100000697,hla_interaction_pre
psca,0.851968099901801,-1.31530667885148,1.90821815806455,0.0563689950356743,0.967778100000697,hla_interaction_pre
tnpo1,0.114390390588871,0.00152136446208267,1.90698898463798,0.0565279874078639,0.967778100000697,hla_interaction_pre
il12b,0.202423016772884,-0.00528739219706665,1.90369061266405,0.0569564741973006,0.967778100000697,hla_interaction_pre
lrch4,0.150443286367894,0.0199633193882505,1.90073387632494,0.057342873219657,0.967778100000697,hla_interaction_pre
fas,-0.115513372399189,0.0143233901073129,-1.89815530425746,0.0576816293948687,0.967778100000697,hla_interaction_pre
plcb2,0.128069461948169,-0.0703410286768874,1.89537159289577,0.0580492012424575,0.967778100000697,hla_interaction_pre
ddhd2,0.0988432635470876,-0.0179613803370843,1.89216394641512,0.0584751626708395,0.967778100000697,hla_interaction_pre
ipcef1,0.188218824986101,-0.0647537441105964,1.89089785908245,0.0586440066449473,0.967778100000697,hla_interaction_pre
klk6,-0.112872338129043,-0.00614917266726312,-1.8886320243495,0.0589471864329927,0.967778100000697,hla_interaction_pre
c4bpb,-0.148520999582244,0.0131426318768698,-1.88739891061787,0.0591127291421204,0.967778100000697,hla_interaction_pre
pamr1,-0.0978632749110405,-0.00962403535208647,-1.88299057513676,0.0597076968632994,0.967778100000697,hla_interaction_pre
smndc1,0.163886459067718,0.0588277580995256,1.88233270295872,0.0597969106210652,0.967778100000697,hla_interaction_pre
glb1,0.134293429225904,0.0118039175166951,1.87908947507228,0.0602383409390644,0.967778100000697,hla_interaction_pre
ddc,0.180754028110862,0.00561281170331898,1.87809357518893,0.0603744321541773,0.967778100000697,hla_interaction_pre
was,0.217579582082008,0.0285171115307974,1.87602239881688,0.0606582777908461,0.967778100000697,hla_interaction_pre
bmp4,0.169209472493019,0.0381050695550609,1.87486640393832,0.0608171820977765,0.967778100000697,hla_interaction_pre
casp7,0.122261792225412,-0.036459864431147,1.87027893337778,0.0614511847013997,0.967778100000697,hla_interaction_pre
pnlip,0.201141106835687,0.0166674369530788,1.86711125844553,0.06189215349438,0.967778100000697,hla_interaction_pre
