icd10,chapter,OR,OR_lo,OR_hi,beta,se,pval,n_ms_with,n_hc_with,pct_ms,pct_hc,n_timing_ms,pct_pre_onset,fdr
Z80,Z,0.694199489303848,0.420801371493555,1.14522661663213,-0.364995911216133,0.255407370966873,0.152983102827598,16,2051,3.2064128256513,4.29070521537206,16,6.25,0.236103922030592
K22,K,1.32084206670296,0.898345516551545,1.94204093305792,0.278269462528293,0.196668359644603,0.157092747833094,28,2357,5.61122244488978,4.9308591870463,28,14.2857142857143,0.240890552476421
N83,N,1.34496746419677,0.892074551736961,2.02778733708488,0.296369822572938,0.209477241983203,0.157125155179005,25,1375,5.01002004008016,2.87650885964729,25,44,0.240890552476421
R09,R,1.87094880049615,0.767882169603134,4.5585762407885,0.626445682137277,0.454369726907388,0.167983101649228,5,279,1.00200400801603,0.583669797702977,5,0,0.256687049714827
F40,F,1.62477464119433,0.801724773714301,3.29276669652831,0.485369123822462,0.360387259569335,0.178045045713201,8,439,1.60320641282565,0.918390828643752,8,12.5,0.271167290017145
N35,N,1.60450450431621,0.792201985960105,3.24972008401484,0.472814988865925,0.360078508046458,0.189153090266554,8,592,1.60320641282565,1.23846781448087,8,12.5,0.287140592765293
E78,E,1.15267579483966,0.930286423771211,1.42822839725328,0.142086017740053,0.109361620123515,0.193864632368173,122,12600,24.4488977955912,26.3592811865861,122,14.7540983606557,0.293331126753151
L21,L,1.40845326291363,0.83898155436664,2.36446270300854,0.342492125613804,0.264315654913611,0.195054958974586,15,1074,3.0060120240481,2.24681492018995,15,20,0.294170833893268
J84,J,1.55197420075797,0.795574729468714,3.02752693191605,0.439527798399905,0.340927700901282,0.197324684589713,9,729,1.80360721442886,1.52507269722391,9,11.1111111111111,0.296627691444926
G45,G,1.46374794018015,0.819108144139218,2.6157205830656,0.381000228707721,0.296193565524397,0.198330791106176,12,999,2.40480961923848,2.08991443693647,12,25,0.29717526304906
N91,N,1.70990084857014,0.753163448626704,3.88197398223716,0.536435385541156,0.418320610729053,0.199718260727012,6,239,1.20240480961924,0.499989539967783,6,33.3333333333333,0.298288886182602
M17,M,0.797352060030489,0.563167444019071,1.12891878674246,-0.22645896619522,0.177407813764155,0.201783024646048,35,4524,7.01402805611223,9.46423714985042,35,17.1428571428571,0.29964295574686
I77,I,1.69869288641194,0.752792576992346,3.8331375873488,0.529859064968462,0.415216640948436,0.201919227198748,6,428,1.20240480961924,0.895378757766574,6,0,0.29964295574686
H83,H,1.3590992232222,0.84520237729546,2.18545374242064,0.306822144440629,0.242347614787316,0.205498214969716,18,1216,3.60721442885772,2.54387983514989,18,16.6666666666667,0.303979787638909
K76,K,1.33717893763721,0.851644866440467,2.09952244382557,0.290562124345839,0.230177442255293,0.206826575603066,20,1575,4.00801603206413,3.29491014832326,20,25,0.304970396510253
O70,O,0.583897188415344,0.252465953232712,1.35042338293071,-0.538030358886043,0.427779856711511,0.208490433919109,6,663,1.20240480961924,1.38700027196084,6,66.6666666666667,0.30644784414142
N60,N,0.690919952682005,0.387432209353712,1.2321391187646,-0.369731304642545,0.295144430843843,0.210310124755952,12,1287,2.40480961923848,2.69241229262986,12,25,0.307323599258666
H50,H,1.76538465112719,0.724841884547464,4.29967284296939,0.568368599291358,0.454168539532308,0.210770842286927,5,271,1.00200400801603,0.566933746155938,5,40,0.307323599258666
Y83,Y,1.23177074661682,0.888480766601749,1.70770063827509,0.208452765504324,0.166681144984525,0.21107754765498,40,3483,8.01603206412826,7.286458442292,40,15,0.307323599258666
E04,E,1.47014677381504,0.802809771249527,2.69220880706867,0.385362241939029,0.30867333296493,0.211867470883574,11,631,2.20440881763527,1.32005606577268,11,9.09090909090909,0.307496857849853
H26,H,1.20076604522613,0.900602423713777,1.60097181331398,0.182959724143626,0.146760767367731,0.212524826159726,57,5422,11.4228456913828,11.3428589360055,57,19.2982456140351,0.307496857849853
N97,N,1.53232306702167,0.782467002529677,3.00078338656542,0.42678492834346,0.342902273005911,0.213269426011894,9,406,1.80360721442886,0.849354616012217,9,100,0.307612910415909
I10,I,1.12769915620155,0.93266053589506,1.36352438851425,0.120179412008552,0.0968843866500572,0.214812146454842,194,19657,38.877755511022,41.1225706575176,194,30.9278350515464,0.308875850337241
M20,M,1.25360686774244,0.875476422587245,1.79505711211131,0.226024890460778,0.183169361380363,0.217215317029057,33,2308,6.61322645290581,4.82835087132068,33,6.06060606060606,0.311364370849701
Z95,Z,1.28092231096333,0.863888122461628,1.89927598732152,0.247580373896195,0.200965500178669,0.217966040959248,28,3012,5.61122244488978,6.3011234074601,28,10.7142857142857,0.311476163469542
I83,I,0.756204946531357,0.476681330115691,1.19963985377758,-0.279442846246306,0.235440936807486,0.235270421208013,19,2433,3.80761523046092,5.08985167674316,19,26.3157894736842,0.335169861597878
M46,M,1.53171384220228,0.756386919807688,3.101781949099,0.426387266797294,0.359994643794264,0.236244197477138,8,510,1.60320641282565,1.06692328612372,8,0,0.335524734453726
I47,I,1.41505113176441,0.793633617501828,2.52304043244882,0.347165665964879,0.2950505250562,0.239342722087063,12,949,2.40480961923848,1.98531411476747,12,16.6666666666667,0.338885872557523
I84,I,1.2230082059043,0.872699656909767,1.71393337887367,0.201313566334446,0.17218233892036,0.242327796950002,37,3073,7.41482965931864,6.42873580050627,37,24.3243243243243,0.34206637191418
T85,T,1.5209827958645,0.751590025719069,3.07799277019743,0.419356702144481,0.359653563472304,0.243613717987118,8,532,1.60320641282565,1.11294742787808,8,0,0.342836326528984
Z02,Z,1.61443396760611,0.716215317679491,3.63912495505545,0.478984410786166,0.414672880101894,0.248053658053877,6,368,1.20240480961924,0.769858371163783,6,16.6666666666667,0.348026799027106
M13,M,1.18025432480462,0.885402791423225,1.57329554945366,0.165729944749869,0.146654362608857,0.258446013728915,54,4640,10.8216432865731,9.70690989728248,54,18.5185185185185,0.360606832640643
N19,N,1.59680685004198,0.708227843664803,3.60024268905726,0.468005916421811,0.414793541017894,0.259198979811259,6,445,1.20240480961924,0.930942867304031,6,16.6666666666667,0.360606832640643
N92,N,1.19495542390878,0.876871448664699,1.62842394663829,0.178108882519344,0.157910081960878,0.259356534059037,49,2887,9.81963927855711,6.03962260203761,49,51.0204081632653,0.360606832640643
S02,S,1.59245394790294,0.706579586026342,3.58899354912456,0.465276189931719,0.41458960450522,0.26175307660003,6,399,1.20240480961924,0.834710570908558,6,16.6666666666667,0.362849324747946
K64,K,1.16555580578043,0.88830760224497,1.52933548351399,0.153198059754886,0.138589416736017,0.268982183256257,60,5167,12.0240480961924,10.8093972929437,60,23.3333333333333,0.371757465216856
Z09,Z,1.2655946997568,0.829520853589972,1.93090979825353,0.23554213009328,0.215535285616927,0.274471087858867,23,1937,4.60921843687375,4.05221648082676,23,17.3913043478261,0.378214624043618
S62,S,1.51217202263195,0.712194025533672,3.21073210957831,0.413547042867822,0.384159152953812,0.281704032846065,7,467,1.40280561122245,0.976967009058388,7,14.2857142857143,0.38702957628406
B02,B,1.24358918202824,0.835242399100588,1.85157512995388,0.218001700248768,0.203079080706325,0.283054993299928,26,2078,5.21042084168337,4.34718938934332,26,26.9230769230769,0.387735094372387
N23,N,1.50781631806817,0.710137494673288,3.20150684351433,0.410662457172351,0.384162821631792,0.285078582882519,7,532,1.40280561122245,1.11294742787808,7,28.5714285714286,0.389355114674355
L57,L,1.25181615037706,0.825567061997501,1.89814219398882,0.224595417148403,0.212387856140541,0.290293636378076,24,2211,4.80961923847695,4.62542624631284,24,4.16666666666667,0.395311628361909
M76,M,1.36421214026538,0.765865972407366,2.43002670271075,0.310577075381831,0.294553658510259,0.291700291719868,12,866,2.40480961923848,1.81167757996695,12,16.6666666666667,0.396062272921697
H02,H,1.26018111276407,0.818520964477099,1.94015365016559,0.231255450922689,0.220159040883973,0.293533422414669,22,1826,4.40881763527054,3.8200037656116,22,27.2727272727273,0.397303087150057
K37,K,0.623056176703445,0.257330506874071,1.50856190369332,-0.473118592986282,0.451160922627293,0.294330364778552,5,765,1.00200400801603,1.60038492918558,5,80,0.397303087150057
Z85,Z,1.15727816390168,0.880222057249238,1.52153963606528,0.146070837553975,0.13961831791452,0.295461583670841,61,5743,12.2244488977956,12.0143930043305,61,8.19672131147541,0.397670678022092
H91,H,1.25660589356626,0.814567239961177,1.93852427924885,0.22841435106505,0.221179924360298,0.301740412524152,22,2029,4.40881763527054,4.24468107361771,22,18.1818181818182,0.404944379706326
Z97,Z,1.48505270348122,0.699569642008918,3.15248318349522,0.395450262184633,0.384051118529966,0.303159627893393,7,488,1.40280561122245,1.02089914436936,7,14.2857142857143,0.404952915186603
H40,H,0.747122664800111,0.428595003296954,1.30237700384779,-0.29152589742385,0.283529059583331,0.303853571643598,13,1931,2.60521042084168,4.03966444216648,13,15.3846153846154,0.404952915186603
Z08,Z,0.6289629048025,0.259463521439501,1.52466263243035,-0.463682998897571,0.451763346860885,0.304710274812078,5,931,1.00200400801603,1.94765799878664,5,0,0.404952915186603
N64,N,1.24884828190708,0.815656236154966,1.91210703981666,0.222221752113506,0.217338798018578,0.306559916488946,23,1384,4.60921843687375,2.89533691763771,23,17.3913043478261,0.404952915186603
E55,E,1.39034406992926,0.738920629496056,2.61605449303235,0.329551248834735,0.322508171027101,0.306857368877763,10,668,2.00400801603206,1.39746030417774,10,10,0.404952915186603
L65,L,1.48217531617967,0.696630000420959,3.1535300899542,0.393510816894675,0.385210036707053,0.306994542614466,7,367,1.40280561122245,0.767766364720403,7,14.2857142857143,0.404952915186603
N13,N,1.41308666133151,0.726556275322128,2.74832656499695,0.345776433266501,0.339395801718438,0.308297939060414,9,725,1.80360721442886,1.51670467145039,9,11.1111111111111,0.405516891434578
G47,G,1.23308671663664,0.822156028201528,1.84940911285639,0.209520551503697,0.206808999036724,0.311006960686002,25,2123,5.01002004008016,4.44132967929541,25,20,0.407921311041413
R73,R,1.51977828307184,0.674471165927427,3.42449929126445,0.41856445781854,0.414485107590286,0.312571008334301,6,426,1.20240480961924,0.891194744879814,6,0,0.407950749501278
J32,J,0.73404460765093,0.402702776522879,1.33801284081982,-0.309185478847858,0.306311753843429,0.312791611388669,11,1404,2.20440881763527,2.9371770465053,11,63.6363636363636,0.407950749501278
H10,H,1.20394885703544,0.838983905367835,1.72767658721825,0.185606868439116,0.184270726658914,0.313814184110444,32,2496,6.41282565130261,5.22164808267609,32,25,0.40813473944701
M10,M,0.734427286950686,0.400043006529492,1.34831363381922,-0.308664284932162,0.309958641019249,0.31933561815063,11,2052,2.20440881763527,4.29279722181544,11,36.3636363636364,0.41318697696334
B07,B,0.769315960932289,0.459055645961632,1.28927081706046,-0.262253521387756,0.263433837678616,0.319483666852864,15,1803,3.0060120240481,3.77188761741386,15,20,0.41318697696334
B34,B,1.27169422936708,0.791195306401074,2.04400380022698,0.240350050302952,0.242122694514096,0.320866540795047,18,1263,3.60721442885772,2.64220413798875,18,38.8888888888889,0.413819521972443
K02,K,1.39392179846873,0.716977733486397,2.71001160774982,0.332121212105294,0.339199850040642,0.327515075982807,9,618,1.80360721442886,1.29285998200874,9,11.1111111111111,0.421220778277888
Z12,Z,1.22546382690111,0.802781383253406,1.87069807841952,0.203319406537835,0.215812376854963,0.346135356999081,23,1673,4.60921843687375,3.49992677977448,23,8.69565217391304,0.443935374766134
C509,C,0.703319703088085,0.33145245507633,1.49239686469662,-0.351943720863534,0.38384039917329,0.359194417488764,7,773,1.40280561122245,1.61712098073262,7,0,0.459411644467673
K40,K,0.797059405875639,0.488938162073849,1.29935387698142,-0.22682606611189,0.249333259856399,0.362964665737273,18,3272,3.60721442885772,6.84504508273886,18,11.1111111111111,0.462954931780599
J12,J,1.48593282294136,0.611148724178766,3.61286257655446,0.396042738639366,0.45329473315053,0.382282696100501,5,369,1.00200400801603,0.771950377607163,5,0,0.486255187622341
E66,E,1.12889414433436,0.856783981694252,1.48742508770103,0.121238520217575,0.140718354970669,0.388924940087302,58,5146,11.623246492986,10.7654651576327,58,15.5172413793103,0.49334862263129
M19,M,0.90062616705128,0.705652196301068,1.14947207282752,-0.104665016405423,0.124473360342098,0.400424809101932,82,8962,16.4328657314629,18.7485617455702,82,21.9512195121951,0.506548324082499
G43,G,1.15567169794995,0.823398502761054,1.62203000001093,0.144681731601833,0.172957510005829,0.402864656163346,37,2675,7.41482965931864,5.59611723604109,37,62.1621621621622,0.508246146603895
I45,I,1.32572086765713,0.680109791037516,2.58419426113604,0.28195636255805,0.340539489283045,0.40768768680087,9,876,1.80360721442886,1.83259764440074,9,22.2222222222222,0.511577168555312
E03,E,1.13297002156307,0.843069082657327,1.5225573991098,0.124842522351658,0.150790254134866,0.407714849237387,51,3955,10.2204408817635,8.27388548356729,51,35.2941176470588,0.511577168555312
C443,C,1.31978412963392,0.677386984958109,2.57139594871503,0.277468185068337,0.340296294429192,0.414859213523333,9,813,1.80360721442886,1.70080123846781,9,11.1111111111111,0.519134637462981
B36,B,1.33927337125822,0.662376198212942,2.70790702896713,0.292127206631495,0.35920857950904,0.416073414193278,8,592,1.60320641282565,1.23846781448087,8,0,0.519250648979751
K55,K,1.44256483187858,0.592754941870187,3.51071437313908,0.366422662500097,0.453773918051071,0.419378190644131,5,369,1.00200400801603,0.771950377607163,5,20,0.521274630502203
B05,B,1.15758787339468,0.810755573351515,1.65279120942835,0.14633842063642,0.181697489866828,0.420591233915159,33,2629,6.61322645290581,5.49988493964561,33,100,0.521274630502203
Z82,Z,0.841209501902202,0.552029743170848,1.28187554175237,-0.172914539565697,0.214917761242384,0.421072811679966,23,2888,4.60921843687375,6.04171460848099,23,17.3913043478261,0.521274630502203
J30,J,0.888526377978434,0.663601681783531,1.18968825130405,-0.118190943613785,0.14891951159288,0.427395410124726,51,5211,10.2204408817635,10.9014455764524,51,62.7450980392157,0.527690866367328
R12,R,1.35085375856887,0.636495241306465,2.86695918306326,0.300736806315747,0.383936297792491,0.433451721301642,7,468,1.40280561122245,0.979059015501768,7,0,0.532766407669873
K65,K,1.42585055270752,0.586469714061319,3.46658957813423,0.354768514752132,0.453266717042435,0.433807636482813,5,364,1.00200400801603,0.761490345390264,5,20,0.532766407669873
H60,H,1.16651599866069,0.789418602592479,1.72374906122375,0.154021527482331,0.19922452960721,0.439460101102101,27,2276,5.41082164328657,4.76140666513253,27,29.6296296296296,0.538280494207071
M67,M,1.20829376277598,0.731503089583426,1.99585461490634,0.189209251054832,0.256052594876701,0.459939289595459,16,1216,3.2064128256513,2.54387983514989,16,12.5,0.561878340587592
L20,L,0.833996743318894,0.505501545706541,1.37596130768373,-0.181525781524427,0.255448163889964,0.477321669556225,16,1774,3.2064128256513,3.71121943055585,16,31.25,0.581578771064558
H36,H,1.33994948703568,0.595004253806465,3.01756603641222,0.29263191701027,0.41419318429478,0.479870600326592,6,534,1.20240480961924,1.11713144076484,6,50,0.583149837142289
E11,E,1.12079500170953,0.815553964951552,1.54027996900449,0.114038256456778,0.162207113010387,0.482030177647032,43,4463,8.61723446893788,9.33662475680425,43,18.6046511627907,0.584240765053864
J31,J,1.25805654010104,0.647506914050026,2.4443078888401,0.229568101704714,0.338874443418689,0.498124957106377,9,734,1.80360721442886,1.53553272944081,9,44.4444444444444,0.602171945535908
K57,K,0.914158353429021,0.698476753381198,1.19643995465656,-0.0897514693299715,0.13729689402058,0.513302804866277,63,7216,12.625250501002,15.095918495429,63,11.1111111111111,0.618904163159079
K11,K,1.34178208347926,0.552116828667363,3.26086629869893,0.293998643455966,0.453058292050186,0.516390005971584,5,358,1.00200400801603,0.748938306729985,5,40,0.621009279908684
N20,N,1.19766804758249,0.687044103324998,2.08779719563581,0.180376372467745,0.283537328728802,0.524669233002483,13,1241,2.60521042084168,2.59617999623439,13,38.4615384615385,0.629331230259455
Z90,Z,1.09453065695171,0.817489474454977,1.46545906270639,0.0903256475946346,0.148899438353409,0.544101919319999,52,4555,10.4208416833667,9.5290893495952,52,9.61538461538462,0.650953975827286
N80,N,1.16821594293979,0.703171967086505,1.94081754281711,0.155477749971273,0.258995687835382,0.548299530410139,16,955,3.2064128256513,1.99786615342775,16,62.5,0.654285264381171
L85,L,1.30541536202992,0.537179889579794,3.17232513815201,0.266521275213103,0.453032411161459,0.556327527059897,5,418,1.00200400801603,0.874458693332776,5,20,0.662158470510879
K82,K,1.27183960719887,0.564917965895979,2.86338209101607,0.240464361997848,0.414050568101809,0.561401640862334,6,432,1.20240480961924,0.903746783540093,6,50,0.666484512100668
G57,G,1.22338125106478,0.604804536911118,2.47462046680511,0.201618542438978,0.359422701570128,0.574830906179498,8,574,1.60320641282565,1.20081169850003,8,37.5,0.680682121639662
L70,L,0.81296497183124,0.383308665942618,1.72422933303446,-0.207067255440941,0.383595633998699,0.589330773741904,7,693,1.40280561122245,1.44976046526223,7,85.7142857142857,0.696071806741076
L40,L,1.13715460086925,0.708103418590966,1.82617475403698,0.128529178145232,0.241680766655551,0.594854931696323,18,1582,3.60721442885772,3.30955419342692,18,44.4444444444444,0.700808736324167
I48,I,1.09925736550754,0.773780824388038,1.5616395722629,0.0946348295407875,0.179133391662964,0.597296327708299,36,4228,7.21442885771543,8.84500324260999,36,16.6666666666667,0.70189898408361
J40,J,1.1592858134429,0.651182637267352,2.06385047809283,0.147804137444242,0.294270033044127,0.615474913089719,12,1013,2.40480961923848,2.11920252714378,12,33.3333333333333,0.721430088001367
L72,L,1.1213900259915,0.706851894469911,1.77903688202784,0.114569010420959,0.235460780579246,0.62656050363736,19,1654,3.80761523046092,3.46017865735026,19,21.0526315789474,0.73256947773762
H65,H,1.18701979841936,0.587365059697301,2.39887609686158,0.17144579486447,0.358956397873312,0.632918630568673,8,639,1.60320641282565,1.33679211731972,8,12.5,0.738139360083868
K63,K,1.08095398549103,0.776972894219664,1.50386394099689,0.0778439711377942,0.168466217109675,0.644027776385195,39,3896,7.81563126252505,8.15045710340788,39,20.5128205128205,0.749208192126495
J00,J,0.816738059716647,0.336940352609052,1.97976007629961,-0.202436847871184,0.451741077372173,0.654062383239646,5,584,1.00200400801603,1.22173176293383,5,20,0.757180570371029
H93,H,1.10583271485262,0.712113233802259,1.71723531482337,0.10059863926669,0.224549481246248,0.654151680666116,21,1953,4.20841683366734,4.08568858392084,21,19.0476190476191,0.757180570371029
E07,E,1.21729918984515,0.500432742649068,2.96107187102425,0.19663462589894,0.453528926263872,0.664603783680103,5,354,1.00200400801603,0.740570280956465,5,60,0.766561140898782
J20,J,0.822593891580635,0.339306641742241,1.99424540289372,-0.195292648960242,0.451815501829671,0.665567124495271,5,577,1.00200400801603,1.20708771783017,5,0,0.766561140898782
Y43,Y,0.823492495313897,0.33965305470477,1.99656643873777,-0.194200842564563,0.451851922008525,0.667349365757108,5,597,1.00200400801603,1.24892784669777,5,0,0.766706591428141
R91,R,0.842251528893736,0.374675068679135,1.89334091650315,-0.171676581447807,0.413275270765338,0.677845504412216,6,789,1.20240480961924,1.6505930838267,6,16.6666666666667,0.776837793422911
J34,J,1.09458748043853,0.697727444330516,1.71717733345347,0.0903775620946983,0.22974708952746,0.694039957667229,20,1856,4.00801603206413,3.88276395891299,20,40,0.792611976411696
E89,E,1.19393048110261,0.490818954281359,2.90426842987967,0.1772507897432,0.453536090550565,0.695930592341402,5,371,1.00200400801603,0.776134390493923,5,40,0.792611976411696
M16,M,0.920633402893778,0.607391597356963,1.39541914345197,-0.0826933644273684,0.212187855013851,0.696745301078964,24,2727,4.80961923847695,5.70490157109684,24,8.33333333333333,0.792611976411696
Z45,Z,0.844444753223005,0.348303759407918,2.04731336365143,-0.169075964385179,0.451838950863141,0.708259098501084,5,647,1.00200400801603,1.35352816886676,5,0,0.803735202465691
R59,R,1.15160239829195,0.543352795261744,2.44074953753189,0.141154362327479,0.383240212917489,0.712635950346073,7,633,1.40280561122245,1.32424007865944,7,28.5714285714286,0.806724804425994
L50,L,1.10177412304168,0.645079384169417,1.88179354044503,0.0969217197048743,0.273114088384103,0.722682257281343,14,1139,2.80561122244489,2.38279533900964,14,28.5714285714286,0.816102158832346
H52,H,0.905176303782396,0.519320933762499,1.57772215148922,-0.0996255434460948,0.283473303059795,0.725253817253105,13,1482,2.60521042084168,3.10035354908893,13,7.69230769230769,0.816770223692511
M75,M,1.06198183156391,0.757884447036531,1.48809678702574,0.060136814918146,0.172123043072243,0.726802013307375,37,3471,7.41482965931864,7.26135436497144,37,21.6216216216216,0.816770223692511
J04,J,0.855311909271403,0.352520604394002,2.07522185376674,-0.156289070405583,0.45222302849537,0.729642030006192,5,495,1.00200400801603,1.03554318947302,5,0,0.817382778275633
H35,H,0.912786293696086,0.542672234019008,1.53532605084463,-0.0912534962173778,0.265304217180726,0.730877905412769,15,1841,3.0060120240481,3.8513838622623,15,20,0.817382778275633
I49,I,1.0964659189029,0.641295503982,1.87470129425594,0.0920922066808548,0.27365159710215,0.736470586034084,14,1463,2.80561122244489,3.06060542666471,14,7.14285714285714,0.821652726105496
M53,M,1.1192404412047,0.553725228687004,2.26231188381736,0.112650277744819,0.359049474549117,0.753714084710576,8,647,1.60320641282565,1.35352816886676,8,37.5,0.83736795551942
N90,N,0.893421676947355,0.441276594731788,1.8088480158903,-0.112696606929599,0.359891221568597,0.754173730996972,8,673,1.60320641282565,1.40792033639464,8,12.5,0.83736795551942
B06,B,1.09513445217209,0.6145962428819,1.9513940773711,0.0908771431024859,0.294728002815333,0.757821797417326,12,922,2.40480961923848,1.92882994079622,12,100,0.839405483742158
H11,H,0.897131685752273,0.444191174017394,1.81193438469626,-0.108552620839692,0.358646742994155,0.762139213777526,8,932,1.60320641282565,1.94975000523002,8,37.5,0.842172925964188
J45,J,1.03726617096799,0.813344492688068,1.32283567308451,0.0365885703411683,0.124076071061315,0.768079279709752,78,7067,15.6312625250501,14.7842095353654,78,69.2307692307692,0.846677641559752
Z47,Z,1.12861847685762,0.501747681896657,2.53868570252163,0.120994297903581,0.413598065947194,0.769873190273554,6,489,1.20240480961924,1.02299115081274,6,0,0.846677641559752
O03,O,0.902781855991349,0.444752578019243,1.83251344632323,-0.10227433172482,0.361205522535719,0.777064002278899,8,602,1.60320641282565,1.25938787891467,8,75,0.852560741836801
K25,K,0.918610498273518,0.503449985955896,1.67612527773959,-0.0848930785975981,0.306825421387063,0.782024276008698,11,1297,2.20440881763527,2.71333235706366,11,18.1818181818182,0.853114458254575
F10,F,1.08485796931374,0.608713247376635,1.93345030464783,0.081449074565457,0.294825028006459,0.782346520593375,12,1236,2.40480961923848,2.58571996401749,12,33.3333333333333,0.853114458254575
K35,K,1.12057698970526,0.498222658475453,2.5203446059625,0.113843722032513,0.413546897213993,0.783096424963702,6,502,1.20240480961924,1.05018723457668,6,16.6666666666667,0.853114458254575
S61,S,1.11540499920874,0.495838979664212,2.50913777110139,0.109217566950666,0.413633474330557,0.791745772458761,6,583,1.20240480961924,1.21963975649045,6,0,0.860512424057292
L82,L,0.952622745041457,0.656042418519129,1.3832796001496,-0.0485363140985583,0.190302814108821,0.798686180517027,30,3271,6.01202404809619,6.84295307629548,30,13.3333333333333,0.864023241479243
H18,H,0.891028392195776,0.367090466186039,2.16276822426826,-0.115378986479432,0.452432639262965,0.798708309617961,5,594,1.00200400801603,1.24265182736763,5,20,0.864023241479243
N73,N,1.09421095840485,0.539242301742529,2.22033326692707,0.0900335175899917,0.361032544522807,0.803068521751091,8,510,1.60320641282565,1.06692328612372,8,50,0.866714978020408
M06,M,1.06671801001173,0.635189049211446,1.79141519252577,0.064586654365144,0.264499624219071,0.807088089467495,15,1321,3.0060120240481,2.76354051170478,15,26.6666666666667,0.869027407961512
K14,K,1.10658167799592,0.455899374224817,2.68595018836858,0.101275694319609,0.452427989131786,0.822874557609501,5,435,1.00200400801603,0.910022802870233,5,0,0.883969652374011
H81,H,1.05350028218329,0.627507610354287,1.76868427768333,0.0521182221152129,0.264345766382814,0.843702891587047,15,1350,3.0060120240481,2.82420869856279,15,20,0.904246386122229
B01,B,1.03095127920698,0.75098700102771,1.41528486996979,0.0304819480569092,0.161657594035333,0.850438693632758,43,3695,8.61723446893788,7.72996380828853,43,100,0.909360543076136
C504,C,0.932337765181767,0.41372092644061,2.10106294564946,-0.0700601209575112,0.414542603175398,0.865792047650055,6,497,1.20240480961924,1.03972720235978,6,0,0.922821550248404
J33,J,0.933148071505076,0.415172164406891,2.09735959682559,-0.0691913860056448,0.413199288153781,0.867013767511999,6,729,1.20240480961924,1.52507269722391,6,66.6666666666667,0.922821550248404
L91,L,1.0683774332268,0.475173375345881,2.40213446091634,0.0661410800040105,0.413375826948927,0.872879268277482,6,528,1.20240480961924,1.10457940210456,6,0,0.92613267351207
I27,I,0.937845975945234,0.416394831163344,2.1123102612473,-0.0641695482082061,0.414261126154364,0.876899202554136,6,764,1.20240480961924,1.5982929227422,6,33.3333333333333,0.92613267351207
T84,T,0.949092537896751,0.488758759406749,1.84298823940189,-0.0522489741706127,0.338590444700359,0.877362791841226,9,952,1.80360721442886,1.99159013409761,9,22.2222222222222,0.92613267351207
C61,C,0.945630333501248,0.457453328146393,1.95477149824455,-0.0559035542690398,0.370498398052023,0.880064509618954,8,1476,1.60320641282565,3.08780151042865,8,12.5,0.92613267351207
H00,H,1.04085713276853,0.60983718001342,1.77651282398244,0.0400445398384575,0.272759089435193,0.883279740153144,14,1305,2.80561122244489,2.7300684086107,14,7.14285714285714,0.92613267351207
T82,T,0.936982391091021,0.386117333307111,2.27375444063878,-0.0650907897794055,0.452307751851992,0.885572968522124,5,628,1.00200400801603,1.31378004644254,5,20,0.92613267351207
K66,K,1.04702565122306,0.557427351228253,1.96664679604175,0.045953431323782,0.321620677123038,0.88638429367758,10,910,2.00400801603206,1.90372586347566,10,10,0.92613267351207
M89,M,1.0555338398784,0.497781140418383,2.23823603721105,0.0540466483118734,0.383490522417974,0.887922504341747,7,597,1.40280561122245,1.24892784669777,7,28.5714285714286,0.92613267351207
K42,K,1.0509939796373,0.519896475571381,2.12463133938326,0.0497363636551007,0.359113232817119,0.889847072115104,8,874,1.60320641282565,1.82841363151399,8,12.5,0.92613267351207
N88,N,1.0646874187255,0.437510933060275,2.59092793787668,0.0626812525366581,0.453742263357811,0.890127515578555,5,349,1.00200400801603,0.730110248739566,5,20,0.92613267351207
L71,L,1.04602841842473,0.493590941027377,2.21676566809491,0.0450005339397622,0.383188108857661,0.906513616264029,7,605,1.40280561122245,1.26566389824481,7,14.2857142857143,0.941066825852568
O80,O,0.975262494912842,0.624713531120093,1.52251694032985,-0.0250486186673519,0.227251768296327,0.912231660039851,21,1510,4.20841683366734,3.15892972950357,21,80.952380952381,0.944052314796911
K30,K,0.975888546009568,0.628366060538544,1.515610905873,-0.0244068937520792,0.224604841650375,0.913467466585348,21,2048,4.20841683366734,4.28442919604192,21,14.2857142857143,0.944052314796911
N84,N,0.979799198748141,0.650539001047892,1.47570932460793,-0.0204076275488266,0.208952244788509,0.922197143565909,25,1897,5.01002004008016,3.96853622309157,25,48,0.950951620202708
M70,M,0.976101096812805,0.591384567375955,1.61108930425211,-0.024189115133367,0.255663087673612,0.924622026615205,16,1667,3.2064128256513,3.4873747411142,16,12.5,0.951333329606311
J47,J,0.967321717909474,0.455983421180007,2.05207308528428,-0.0332241419527682,0.383711574100666,0.931000404730002,7,777,1.40280561122245,1.62548900650614,7,14.2857142857143,0.955772034124149
K90,K,1.03359993013824,0.459567205203228,2.32464110468747,0.0330477864554813,0.413529529129222,0.93630375547845,6,519,1.20240480961924,1.08575134411414,6,16.6666666666667,0.958234655164155
B26,B,1.01864144304163,0.641794365769203,1.61676456638618,0.0184698209175857,0.235692423498857,0.937538442309638,19,1681,3.80761523046092,3.51666283132152,19,100,0.958234655164155
H01,H,1.02832146582136,0.485100906918235,2.1798455166509,0.027927828092371,0.383329684834722,0.941920789605524,7,662,1.40280561122245,1.38490826551746,7,14.2857142857143,0.960593228165986
