protein,logFC,AveExpr,t,P.Value,fdr,B,sig_tier,bonferroni_sig,bonferroni_threshold
ervv_1,0.0419446198453829,0.0489455127683627,1.98465032571589,0.0472359721847271,0.281194100265318,-4.55068902419524,NS,FALSE,1.71762281003092e-05
erbin,-0.0359782416436726,-0.0790246400976341,-1.98202116396671,0.047529548479254,0.282364317598181,-4.55577882109278,NS,FALSE,1.71762281003092e-05
layn,-0.0313538046220558,-0.0046065799159523,-1.97930288616431,0.0478346874696431,0.283598320212079,-4.56103405473579,NS,FALSE,1.71762281003092e-05
slc4a1,-0.0433993654557038,0.0429115475567759,-1.97537221108771,0.0482788348575455,0.285649772907144,-4.56862047504083,NS,FALSE,1.71762281003092e-05
rbks,-0.0417156410294968,-0.0410919564709922,-1.97107458898073,0.048768405886522,0.286918699149329,-4.57689789165803,NS,FALSE,1.71762281003092e-05
mamdc4,-0.0496115832234192,-0.00819803640026383,-1.96953603907816,0.0489446828956873,0.286918699149329,-4.5798568335294,NS,FALSE,1.71762281003092e-05
ppp1r2,0.0262064773867624,-0.0408223110769543,1.96949659851943,0.0489492087612514,0.286918699149329,-4.57993265535292,NS,FALSE,1.71762281003092e-05
cxcl9,0.0660644651372382,0.0274388744328739,1.96878057911062,0.0490314342177892,0.286918699149329,-4.58130889095653,NS,FALSE,1.71762281003092e-05
gamt,0.0316669942466972,0.0459593995590669,1.96857676328809,0.0490548609882088,0.286918699149329,-4.58170054678923,NS,FALSE,1.71762281003092e-05
ggct,-0.0263057886465812,0.00162515990844388,-1.96831742636489,0.0490846829874152,0.286918699149329,-4.58219883434932,NS,FALSE,1.71762281003092e-05
fam171a2,0.143519086988869,0.370028222676337,1.96653340823445,0.0492902457915864,0.2875428967922,-4.58562485384377,NS,FALSE,1.71762281003092e-05
reg1b,0.0585210691443223,0.0504909370528684,1.96233393839567,0.0497769817163025,0.289374323656712,-4.59367724997036,NS,FALSE,1.71762281003092e-05
hsd11b1,0.0420189595412844,-0.000856812275995653,1.96198800330751,0.0498172561457821,0.289374323656712,-4.59433980706223,NS,FALSE,1.71762281003092e-05
csf2ra,0.0625342147268796,-0.0403628849341531,1.96125736523932,0.0499024082705839,0.289374323656712,-4.59573878869027,NS,FALSE,1.71762281003092e-05
atp5if1,-0.0602125688754873,-0.0958569638764816,-1.95890941250493,0.0501768770340125,0.29038745337179,-4.60023098425382,NS,FALSE,1.71762281003092e-05
il10,0.0843930499221039,0.0757019045887877,1.95405326978637,0.0507485632295741,0.292662805164613,-4.60950489935354,NS,FALSE,1.71762281003092e-05
tnfrsf10a,0.0311283149583889,-0.00288243951746246,1.95386264489212,0.0507711152896356,0.292662805164613,-4.6098684723661,NS,FALSE,1.71762281003092e-05
fgf2,0.0472089880698217,0.0197636712298201,1.95070034689153,0.051146460740233,0.294243769199246,-4.61589465931093,NS,FALSE,1.71762281003092e-05
sox9,0.0227240788992852,-0.0289457129009124,1.94940965888748,0.0513003239832274,0.294474036099326,-4.61835143919529,NS,FALSE,1.71762281003092e-05
cntn2,-0.0468651216207093,0.0298941793866349,-1.94866890265572,0.0513888046507927,0.294474036099326,-4.61976070968255,NS,FALSE,1.71762281003092e-05
cgn,0.035902550448482,0.0304001279491449,1.94707639863108,0.0515794562229196,0.294985848850528,-4.62278859860584,NS,FALSE,1.71762281003092e-05
samd9l,0.0349376616659168,-0.00918534625092219,1.94512041773264,0.0518144324668653,0.295748652766754,-4.62650419761774,NS,FALSE,1.71762281003092e-05
tnfrsf12a,0.0307327713326309,-0.0460535480527113,1.94320554503607,0.0520453374684369,0.29648527861178,-4.63013809494613,NS,FALSE,1.71762281003092e-05
eno1,-0.0352186059911393,-0.0591441253332833,-1.93820364740955,0.0526525562479264,0.29935857663616,-4.63961344927294,NS,FALSE,1.71762281003092e-05
klk13,0.0455139355339292,-0.00444041006202488,1.93680570096909,0.0528233189946806,0.299738893117554,-4.6422572917763,NS,FALSE,1.71762281003092e-05
cfhr4,0.0650260684439025,-0.101583387793706,1.93597195529636,0.0529253833948549,0.299738893117554,-4.6438331923724,NS,FALSE,1.71762281003092e-05
tnfrsf13c,-0.0416729912129406,-0.0066374048535375,-1.93285839149391,0.0533079939597923,0.30131955420768,-4.64971229135323,NS,FALSE,1.71762281003092e-05
ptprc,-0.0183455152894914,-0.00105294896918091,-1.92749434787114,0.053972574616004,0.304484815324007,-4.65981863379067,NS,FALSE,1.71762281003092e-05
gdnf,0.0385689152247658,-0.0209874606833075,1.92376946532242,0.0544381287940977,0.306517201005064,-4.66682014955083,NS,FALSE,1.71762281003092e-05
defb4a_defb4b,0.145428199906341,-0.13252130362132,1.92039164954064,0.0548631975288984,0.307488540995279,-4.67315760515398,NS,FALSE,1.71762281003092e-05
gage2a,-0.0505206799806208,0.0824368252466339,-1.92020747312977,0.0548864538962509,0.307488540995279,-4.67350283708486,NS,FALSE,1.71762281003092e-05
pcdh1,0.0198920003216816,-0.0038103635349289,1.91988233005229,0.0549275305110083,0.307488540995279,-4.67411222515933,NS,FALSE,1.71762281003092e-05
pcbd1,-0.0313520992784424,-0.000133925792923417,-1.91753998882393,0.0552242060610924,0.308555976667639,-4.67849923143481,NS,FALSE,1.71762281003092e-05
ctsz,0.028098671925036,-0.0282919133672953,1.91546882219636,0.0554876470974148,0.309433986016426,-4.68237389570164,NS,FALSE,1.71762281003092e-05
arl2bp,0.0225295382331876,0.0040502670112512,1.91416297202834,0.0556542818806091,0.309769817503734,-4.68481468417372,NS,FALSE,1.71762281003092e-05
aplp1,-0.0517436583711263,0.0557508312910804,-1.91331014337378,0.055763333195634,0.309784471245211,-4.68640782460916,NS,FALSE,1.71762281003092e-05
mtpn,0.0328998859408882,0.0219889253427235,1.91144117207649,0.056002941565534,0.31052297694718,-4.68989670762743,NS,FALSE,1.71762281003092e-05
akr7l,-0.0588901216502008,0.0456098610426858,-1.90992880151108,0.0561974598061879,0.311009135923599,-4.69271741757281,NS,FALSE,1.71762281003092e-05
echdc3,-0.0592861563091874,0.0623604425270169,-1.90743232260226,0.0565197831485374,0.312199409384046,-4.69736870234279,NS,FALSE,1.71762281003092e-05
tcn1,-0.0286114900962095,0.0121326750707834,-1.90473062845219,0.0568703347756032,0.313413418322677,-4.70239548686454,NS,FALSE,1.71762281003092e-05
mcfd2,0.022971607382755,-0.00703280186889419,1.90408100305913,0.0569548946385078,0.313413418322677,-4.70360312178997,NS,FALSE,1.71762281003092e-05
vtcn1,-0.0305909550541307,0.00533789494666888,-1.9024621725631,0.0571660684676205,0.313981934545742,-4.70661069137393,NS,FALSE,1.71762281003092e-05
cdh2,0.0324312608407831,-0.0739217248463543,1.90023925508269,0.0574571055468047,0.31498612852495,-4.71073641128465,NS,FALSE,1.71762281003092e-05
ephb4,0.0219189315912695,-0.0108177504055879,1.89513300436012,0.0581303142034285,0.317520417702819,-4.72019533837096,NS,FALSE,1.71762281003092e-05
scn2b,0.0245912170709157,-0.000248119944300281,1.89507845476185,0.0581375412695303,0.317520417702819,-4.72029624999502,NS,FALSE,1.71762281003092e-05
pla2g10,-0.0608859509326288,0.0287657900386037,-1.89391870286216,0.0582913691308791,0.317764373670392,-4.72244099552156,NS,FALSE,1.71762281003092e-05
rtn4ip1,0.041089529944005,-0.0274428728967366,1.89073792570786,0.0587149996892331,0.31907284790266,-4.7283165225522,NS,FALSE,1.71762281003092e-05
nrn1,0.0283656502549515,0.0188750662637016,1.8896920009331,0.0588548582467912,0.31907284790266,-4.73024639865736,NS,FALSE,1.71762281003092e-05
cxcl10,0.0627115836235413,0.0247204206498516,1.88965189593748,0.058860226493895,0.31907284790266,-4.73032037670185,NS,FALSE,1.71762281003092e-05
dcc,0.020078832827505,0.0194887905637698,1.88544561454657,0.0594255197152861,0.321538453329364,-4.73807061657988,NS,FALSE,1.71762281003092e-05
ctrl,-0.0575693066874702,0.0144907147023065,-1.87925921217182,0.0602651078954115,0.324555109810491,-4.74943797147339,NS,FALSE,1.71762281003092e-05
casq2,-0.040759489018584,0.0603424547759498,-1.87864115810234,0.0603495249731077,0.324555109810491,-4.75057158012764,NS,FALSE,1.71762281003092e-05
lysmd3,0.0832970963463722,0.137105533346096,1.87847714792622,0.060371942800595,0.324555109810491,-4.75087233814423,NS,FALSE,1.71762281003092e-05
hao1,-0.117873314548369,-0.0586982883467289,-1.87805981487861,0.0604290173539286,0.324555109810491,-4.75163751545358,NS,FALSE,1.71762281003092e-05
tgfbr2,0.0266882806897336,-0.0181034071501867,1.8754687110682,0.0607843791952613,0.325332728051235,-4.7563844873089,NS,FALSE,1.71762281003092e-05
klk8,-0.0325158500842953,-0.0325794823301657,-1.87380161180165,0.0610139310451324,0.325332728051235,-4.7594351979826,NS,FALSE,1.71762281003092e-05
trim25,0.0494432429844512,-0.0519736079946663,1.8725248603931,0.0611902191214129,0.325332728051235,-4.76176975908791,NS,FALSE,1.71762281003092e-05
esam,0.0240243931406938,-0.0255256056933497,1.87057737061463,0.0614599322879943,0.325332728051235,-4.76532771589243,NS,FALSE,1.71762281003092e-05
cd70,0.0409658135663853,0.00665999501698276,1.87013646688988,0.0615211307400332,0.325332728051235,-4.76613270950145,NS,FALSE,1.71762281003092e-05
reps1,0.0310105588740423,0.0261939433951447,1.86999712057474,0.0615404828214758,0.325332728051235,-4.76638708593521,NS,FALSE,1.71762281003092e-05
crim1,0.0185953011260171,-0.0105987170000483,1.86910740873354,0.0616641627487513,0.325332728051235,-4.76801080695521,NS,FALSE,1.71762281003092e-05
atp6v1d,0.0261385003291084,-0.000569595289234907,1.86811913347273,0.0618017853074949,0.325332728051235,-4.76981350125209,NS,FALSE,1.71762281003092e-05
tbc1d23,-0.0401720744999124,-0.020333244047176,-1.8680507225678,0.0618113212910809,0.325332728051235,-4.76993825306135,NS,FALSE,1.71762281003092e-05
iglon5,0.0751511347544981,0.241187475344701,1.86656003534245,0.0620194149284266,0.325332728051235,-4.77265548698629,NS,FALSE,1.71762281003092e-05
dtx3,-0.0206461467142243,-0.0474805901489704,-1.8656464306939,0.0621472366382195,0.325332728051235,-4.77431974056764,NS,FALSE,1.71762281003092e-05
csf2,-0.0291157532342041,0.00627262884302946,-1.86552376156731,0.06216441577024,0.325332728051235,-4.77454313689893,NS,FALSE,1.71762281003092e-05
sirpa,0.0557485611331265,-0.103631527419952,1.86452802923279,0.0623040080454335,0.325332728051235,-4.77635595135187,NS,FALSE,1.71762281003092e-05
mmp9,0.0579966955552872,-0.0487136381398942,1.86408976358711,0.0623655309071094,0.325332728051235,-4.77715354448834,NS,FALSE,1.71762281003092e-05
vegfc,0.0457152888020832,-0.026790754000943,1.86383000893038,0.0624020184697608,0.325332728051235,-4.77762617975364,NS,FALSE,1.71762281003092e-05
chchd10,0.0285590011178521,-0.064862457453601,1.86367849136378,0.0624233101959231,0.325332728051235,-4.77790184239739,NS,FALSE,1.71762281003092e-05
ifi30,0.0294526775971884,-0.018993638848565,1.86331994184463,0.0624737186467332,0.325332728051235,-4.77855407833588,NS,FALSE,1.71762281003092e-05
spink1,0.039309925709729,0.0204159020722609,1.86054480020889,0.0628650157393114,0.326785822887742,-4.78359808812645,NS,FALSE,1.71762281003092e-05
plb1,-0.051055785247943,-0.062723089701495,-1.85848075468586,0.0631573602443569,0.327720277488989,-4.78734476357507,NS,FALSE,1.71762281003092e-05
myh4,0.0376862087550769,0.0469332221268807,1.85390785694854,0.0638090548880985,0.33017344704008,-4.7956307385355,NS,FALSE,1.71762281003092e-05
umod,-0.0518001720110731,0.0232328889506228,-1.85305295596614,0.063931503179033,0.33017344704008,-4.79717753570538,NS,FALSE,1.71762281003092e-05
bgn,-0.106273576768946,0.205069965523635,-1.85278169652608,0.0639703964722107,0.33017344704008,-4.79766818438565,NS,FALSE,1.71762281003092e-05
ngrn,-0.015538807085056,-0.00274938074133732,-1.85147804467304,0.0641575874003436,0.330553516676815,-4.80002520317123,NS,FALSE,1.71762281003092e-05
usp47,0.0666686961820069,0.126956712644408,1.84877386292274,0.0645473225355037,0.331405301085546,-4.80490911471499,NS,FALSE,1.71762281003092e-05
mfap5,-0.0382169654828333,-0.0646237377681446,-1.84875115775245,0.0645506031313998,0.331405301085546,-4.80495009141138,NS,FALSE,1.71762281003092e-05
b3gat3,0.0164382527497581,0.00287017776470691,1.84765616361022,0.064708978722902,0.331633515954873,-4.80692566334286,NS,FALSE,1.71762281003092e-05
cpb1,-0.0564363461448828,-0.0157620789217858,-1.84639414345401,0.0648919100003595,0.331778707453654,-4.80920113116796,NS,FALSE,1.71762281003092e-05
sema4c,0.0266745648841671,0.00435342427746031,1.84588895583796,0.0649652570417668,0.331778707453654,-4.81011156747789,NS,FALSE,1.71762281003092e-05
tnfsf12,0.0264247485078263,0.00217555452810904,1.8438658431154,0.0652596740481827,0.332185748917856,-4.81375507666086,NS,FALSE,1.71762281003092e-05
add1,-0.0426845393979403,-0.0435254589068613,-1.84373847484631,0.0652782463073684,0.332185748917856,-4.8139843260468,NS,FALSE,1.71762281003092e-05
susd1,-0.0312552441316665,-0.0692081288683035,-1.84299117978646,0.0653873013156756,0.332185748917856,-4.81532905935512,NS,FALSE,1.71762281003092e-05
igsf9,-0.0659091028156378,-0.0371440718400232,-1.84161221124588,0.0655889328182449,0.332317497974201,-4.81780903947651,NS,FALSE,1.71762281003092e-05
rab10,-0.0276370127992571,0.0138809536998092,-1.8412529130409,0.0656415531896825,0.332317497974201,-4.8184549081641,NS,FALSE,1.71762281003092e-05
serpina5,-0.0263736261031178,0.00416344442085047,-1.83923552952231,0.0659376522992566,0.333236989311,-4.82207898727188,NS,FALSE,1.71762281003092e-05
capn3,-0.0316370785549849,0.0198100536687384,-1.8377855227067,0.0661511547604886,0.333349366975113,-4.82468136568874,NS,FALSE,1.71762281003092e-05
orm1,0.0168025797857048,0.000988061715279297,1.83725173519353,0.0662298942478782,0.333349366975113,-4.82563885681277,NS,FALSE,1.71762281003092e-05
entpd5,0.020214977002242,-0.00696175699109578,1.83675369961977,0.0663034295701101,0.333349366975113,-4.82653196675098,NS,FALSE,1.71762281003092e-05
slamf8,0.0480964854160265,-0.0733834328015739,1.83556611198278,0.0664790492925965,0.333656056018532,-4.8286606507283,NS,FALSE,1.71762281003092e-05
sema3f,0.0225819295409658,-0.0331950660766521,1.83180910151127,0.0670371593348918,0.335878090918881,-4.83538582518862,NS,FALSE,1.71762281003092e-05
kirrel2,-0.0377930710181068,0.0190909046453,-1.83016217240845,0.0672830267798221,0.336530740474333,-4.83832954512483,NS,FALSE,1.71762281003092e-05
ccn2,0.0472318280737636,-0.0188298554485815,1.82897701936474,0.0674604153270704,0.33661155983521,-4.84044625074037,NS,FALSE,1.71762281003092e-05
dsc2,0.0282907955984206,-0.0154528676737774,1.82850979077461,0.0675304537766275,0.33661155983521,-4.8412803534516,NS,FALSE,1.71762281003092e-05
ppp1r14d,0.0322415150250688,0.0273077391132711,1.82515729270431,0.0680347566924572,0.337953699056483,-4.84725903554155,NS,FALSE,1.71762281003092e-05
pdgfrb,0.0333360560029082,-0.0498311753681255,1.82488638444073,0.0680756432682647,0.337953699056483,-4.84774168167614,NS,FALSE,1.71762281003092e-05
f2r,0.0278214682137361,-0.0235021929985195,1.82361216626865,0.0682682246394508,0.337953699056483,-4.85001085010262,NS,FALSE,1.71762281003092e-05
vipr1,0.01896930634805,0.00164806275638217,1.82282347448172,0.0683876493895573,0.337953699056483,-4.8514145845339,NS,FALSE,1.71762281003092e-05
rbfox3,0.0282750935425486,-0.0469221518726272,1.82256087362875,0.0684274508584015,0.337953699056483,-4.85188183388044,NS,FALSE,1.71762281003092e-05
spry2,-0.0435056304114549,0.0129893561303795,-1.82210702544727,0.0684962839035812,0.337953699056483,-4.85268921375363,NS,FALSE,1.71762281003092e-05
fgf9,-0.0328635312177011,-0.0327409496062473,-1.8202071127119,0.0687850531114187,0.33830524218291,-4.85606691145232,NS,FALSE,1.71762281003092e-05
msr1,0.0402004665880305,-0.0618311661131074,1.82010916852479,0.0687999668060058,0.33830524218291,-4.85624094293518,NS,FALSE,1.71762281003092e-05
boc,-0.0223725279761096,-0.00950589133825085,-1.81910107021129,0.0689536217019821,0.33848902660113,-4.85803163224929,NS,FALSE,1.71762281003092e-05
nectin2,0.02254174986822,-0.0207693797511837,1.81450506241065,0.069657725566106,0.339818646988588,-4.86618298498544,NS,FALSE,1.71762281003092e-05
cd79b,-0.0386140836578394,-0.0124763529518565,-1.8144782756886,0.069661846507637,0.339818646988588,-4.86623043281456,NS,FALSE,1.71762281003092e-05
rnase6,0.0246036902324465,-0.0103539734525444,1.8141913391903,0.0697060021522847,0.339818646988588,-4.86673864499511,NS,FALSE,1.71762281003092e-05
fgf21,0.108980274418273,-0.0685672205512754,1.81396088059024,0.0697414832535886,0.339818646988588,-4.86714676731488,NS,FALSE,1.71762281003092e-05
edil3,0.0340814021262239,0.0205133487891057,1.81284068201344,0.0699141588472765,0.339818646988588,-4.86912980491272,NS,FALSE,1.71762281003092e-05
ahnak,-0.0222711242618835,-0.0370775640182996,-1.81277110795027,0.0699248950691048,0.339818646988588,-4.86925292842304,NS,FALSE,1.71762281003092e-05
ccl3,0.0528777298211767,-0.0157733764856147,1.80947643248822,0.0704348600145079,0.341726462503721,-4.87507803145547,NS,FALSE,1.71762281003092e-05
syap1,-0.0247930478740357,0.0441015833246351,-1.807412391141,0.0707558938445471,0.3418257030865,-4.87872193797133,NS,FALSE,1.71762281003092e-05
lrrc38,0.0393161480648502,-0.0157144177486776,1.80724750358726,0.0707815915740722,0.3418257030865,-4.87901285512822,NS,FALSE,1.71762281003092e-05
padi4,-0.0639243931374764,0.0677482421943046,-1.80708072675094,0.0708075915359532,0.3418257030865,-4.87930707865091,NS,FALSE,1.71762281003092e-05
cpq,0.0319171431992122,-0.00684705300709695,1.80568465314001,0.0710255422376082,0.342310187837214,-4.8817689331903,NS,FALSE,1.71762281003092e-05
erbb2,-0.0221000230067252,-0.0486418344855589,-1.8043627789155,0.0712324159614917,0.342739773328764,-4.88409819214908,NS,FALSE,1.71762281003092e-05
plau,-0.0274015493949374,0.000491681384242263,-1.80343860303416,0.0713773430234495,0.3428703721803,-4.88572565966979,NS,FALSE,1.71762281003092e-05
ccl23,0.0386558314620705,-0.0448050328983579,1.7939070022362,0.07288621464888,0.349541632360609,-4.90246216182785,NS,FALSE,1.71762281003092e-05
csf3,-0.0459339356816728,0.0390923746064231,-1.79288627046022,0.0730493349963638,0.349650677226904,-4.90424921014584,NS,FALSE,1.71762281003092e-05
nphs2,0.0848166276123841,0.282194357592143,1.79226240778406,0.0731491798114683,0.349650677226904,-4.90534093887941,NS,FALSE,1.71762281003092e-05
klrf1,-0.0352033204053657,-0.00734600959489782,-1.79084004237666,0.0733772369616694,0.34967207241038,-4.90782858893719,NS,FALSE,1.71762281003092e-05
vcan,0.0284896106193461,-0.00461731405743486,1.79073627309291,0.0733938977130684,0.34967207241038,-4.90800999932159,NS,FALSE,1.71762281003092e-05
cdnf,-0.0251285467680906,-0.0435441129819923,-1.78506515548008,0.0743091452826598,0.353454120780756,-4.91790833198528,NS,FALSE,1.71762281003092e-05
slc44a4,0.0540559598533735,0.138312066172556,1.78404244499253,0.0744751867917169,0.353666017537827,-4.9196900270324,NS,FALSE,1.71762281003092e-05
btn3a2,-0.0316581289572896,-0.031081976679617,-1.78327051378847,0.0746007138980384,0.353685143578485,-4.92103415650639,NS,FALSE,1.71762281003092e-05
apob,0.0182594602200991,-0.0411228192997659,1.78052236705593,0.0750490061677236,0.355231962527225,-4.92581466623687,NS,FALSE,1.71762281003092e-05
adra2a,0.0553972553116504,0.157872622595635,1.77821368022653,0.0754273099856719,0.355941799932274,-4.92982502666898,NS,FALSE,1.71762281003092e-05
tnfaip2,-0.0245207370776112,0.0066248043639785,-1.77759139044861,0.0755295450134287,0.355941799932274,-4.9309051010433,NS,FALSE,1.71762281003092e-05
