protein,metric,metric_type,int_beta,int_se,int_pval,fdr,main_beta_hc,n_total,n_ms
PHYKPL,md_corticospinal_tract_right,md,-4.85103129186425e-06,3.68441310916288e-06,0.18804152428905,0.715845118137044,-3.23750158808988e-08,3736,110
BCAN,icvf_cingulate_gyrus_cingulum_left,icvf,-0.0050011056065332,0.00379957369084738,0.188155783754484,0.71600704831925,0.000420604284115756,5182,119
PTPRF,fa_forceps_minor,fa,0.00273302105368104,0.00207655153051521,0.188186252691058,0.71600704831925,9.2734966886385e-05,5267,123
RNASET2,icvf_acoustic_radiation_left,icvf,0.00364662533517644,0.00277154531892827,0.188319960780409,0.716321284043395,-0.000255280242486558,5233,122
PTPRN2,icvf_posterior_thalamic_radiation_right,icvf,-0.00496989496253577,0.00377974761343463,0.18861040910569,0.717003380149303,0.000764503294370852,5166,119
IGDCC4,icvf_cingulate_gyrus_cingulum_right,icvf,-0.00505784701776491,0.0038465789305983,0.188624094199207,0.717003380149303,0.00123311136992436,3829,115
PHYKPL,fa_inferior_longitudinal_fasciculus_left,fa,0.00311550354889437,0.00236953687052747,0.188652784029864,0.717003380149303,-0.000779436836996271,3736,110
CTSF,md_acoustic_radiation_left,md,-5.04792496092217e-06,3.84178599922481e-06,0.188919531502654,0.71768653905881,1.0954684894865e-06,5257,123
ITGB2,fa_acoustic_radiation_right,fa,0.00295896188797007,0.00225243812205032,0.189015324785144,0.71768653905881,-0.000303902858486745,5178,118
L1CAM,icvf_inferior_longitudinal_fasciculus_left,icvf,0.00378171493247691,0.00287880521600411,0.189024625957272,0.71768653905881,0.000206933189045375,5257,123
TPP1,icvf_medial_lemniscus_right,icvf,-0.00372320911926876,0.00283452388112723,0.189065543984285,0.71768653905881,0.000778658098866931,5167,118
IFIT3,icvf_parahippocampal_cingulum_right,icvf,0.0036212047281099,0.0027572764114615,0.189153022435356,0.71768653905881,-0.000431952778859158,3766,114
AMN,icvf_superior_longitudinal_fasciculus_left,icvf,-0.00384557715960624,0.00292904377181439,0.189271624116162,0.71768653905881,1.20397498595745e-06,5106,120
CD248,fa_acoustic_radiation_right,fa,0.0031468935251749,0.00239683096865555,0.189282213440839,0.71768653905881,0.000197258237068549,3829,115
MXRA8,icvf_parahippocampal_cingulum_right,icvf,0.00380238289136475,0.00289618604945311,0.189299714666193,0.71768653905881,-0.00122551463495832,3736,110
CTSC,md_inferior_longitudinal_fasciculus_right,md,4.16696659435642e-06,3.17453888458082e-06,0.189368800218844,0.71768653905881,1.35144292307049e-07,5188,118
SERPIND1,fa_superior_longitudinal_fasciculus_right,fa,0.00263161611374365,0.00200507260606574,0.189437387584566,0.71768653905881,-0.000748027042695129,3824,113
TGFA,md_inferior_fronto_occipital_fasciculus_right,md,4.32621347722508e-06,3.29716328468695e-06,0.189543847353182,0.71768653905881,4.48743013136536e-07,5197,123
ITGB1,md_parahippocampal_cingulum_right,md,-9.16776680596405e-06,6.98708909064802e-06,0.189544087533007,0.71768653905881,-1.58064803438482e-07,5195,118
CNTN5,md_superior_longitudinal_fasciculus_right,md,-4.57888264059366e-06,3.49021847582126e-06,0.189605659789869,0.71768653905881,-1.6905126137822e-06,5192,123
SSBP1,fa_medial_lemniscus_left,fa,-0.0022520309614929,0.00171714236864271,0.189770361586932,0.71768653905881,-0.000200473138577293,3713,110
GZMA,fa_posterior_thalamic_radiation_left,fa,0.0024215823508994,0.00184658440927084,0.189785153895244,0.71768653905881,-0.000623043146815463,5261,125
MXRA8,fa_uncinate_fasciculus_right,fa,0.00263147065555926,0.00200675117911011,0.189834140972075,0.71768653905881,0.000581701605546337,3736,110
PTPRN2,fa_uncinate_fasciculus_right,fa,0.00297735289452205,0.00227083846858333,0.189873906606736,0.71768653905881,5.08219826183182e-05,5166,119
PENK,md_corticospinal_tract_left,md,-4.62456405881694e-06,3.52734523509098e-06,0.189917929380455,0.71768653905881,4.29050630710246e-07,3736,110
LTBP2,icvf_corticospinal_tract_left,icvf,0.00388805448982924,0.00296573928506281,0.189918367452124,0.71768653905881,-0.000763506664337654,5267,123
GSR,fa_inferior_fronto_occipital_fasciculus_right,fa,0.00332971306867415,0.00253997924653737,0.18996362870421,0.71768653905881,3.47642194017687e-05,3802,115
GALNT7,icvf_anterior_thalamic_radiation_left,icvf,-0.00411699703475999,0.00314080885613869,0.189980628342829,0.71768653905881,0.000957178476296644,5200,121
HRG,md_cingulate_gyrus_cingulum_right,md,-4.05652521464129e-06,3.09499143239358e-06,0.190047066613727,0.71768653905881,3.51260747344019e-08,3807,112
MEPE,icvf_forceps_major,icvf,-0.00446200900835012,0.00340457743606534,0.190053894231141,0.71768653905881,0.000803032774421084,5199,118
COL15A1,icvf_forceps_minor,icvf,0.00513423412281324,0.00391748299308343,0.190073313455769,0.71768653905881,1.47213807256571e-05,3829,115
VGF,fa_anterior_thalamic_radiation_left,fa,-0.00281500075003105,0.00214810777007631,0.190120378258863,0.71768653905881,0.000767252631232412,3827,115
MMP1,md_uncinate_fasciculus_left,md,4.87983983620937e-06,3.72440451213624e-06,0.190176504513157,0.71768653905881,9.26312982819224e-08,5049,119
MXRA8,fa_superior_longitudinal_fasciculus_right,fa,0.0026431577096996,0.00201775602666482,0.190293720371393,0.71768653905881,0.000796628094183099,3736,110
ADGRE2,icvf_parahippocampal_cingulum_right,icvf,0.00353001258775881,0.00269516420159995,0.190335445590708,0.71768653905881,0.000263783032698464,5221,120
SCRG1,fa_middle_cerebellar_peduncle,fa,-0.00376563720725462,0.00287515625225074,0.190370593757618,0.71768653905881,0.000896428511889606,3836,114
GOT1,fa_parahippocampal_cingulum_left,fa,0.00431245079016243,0.00329278450013205,0.190387250466136,0.71768653905881,0.000509094334011991,3829,115
GRP,icvf_cingulate_gyrus_cingulum_left,icvf,0.00472250711858369,0.00360613975122246,0.190420684876525,0.71768653905881,-0.000212046082831834,3733,110
LRTM2,fa_inferior_fronto_occipital_fasciculus_right,fa,0.00319085438838513,0.00243684884095522,0.190471436434719,0.71768653905881,0.000673503707594464,3827,115
HRG,fa_posterior_thalamic_radiation_right,fa,0.00281689444011233,0.0021515107290979,0.190524252017295,0.717692565461924,-0.000193723988326591,3807,112
ITGB2,md_superior_longitudinal_fasciculus_right,md,-4.02439751246713e-06,3.07466347674218e-06,0.190629630950807,0.717820990682692,-3.21355961677538e-07,5178,118
TPP1,icvf_parahippocampal_cingulum_right,icvf,-0.00460488646751184,0.00351840676197681,0.190660795498536,0.717820990682692,0.000684047915299367,5167,118
LTBP2,md_corticospinal_tract_right,md,-4.26745920218869e-06,3.2621866514861e-06,0.190876497506298,0.718423911439571,4.81841540687598e-07,5267,123
MSTN,icvf_uncinate_fasciculus_right,icvf,-0.00358726269577397,0.00274252489325987,0.190927274206937,0.718423911439571,0.00156477703207391,5108,118
DCBLD2,md_corticospinal_tract_left,md,-3.64220248921496e-06,2.78513321254638e-06,0.191022125419291,0.718423911439571,1.41189250839062e-06,5257,123
HRG,fa_corticospinal_tract_left,fa,0.00313007379825063,0.00239341985396382,0.191026011134221,0.718423911439571,0.000126018826065816,3807,112
AMN,fa_forceps_minor,fa,-0.00226255901921911,0.00173080863889742,0.191194710481835,0.718708343441394,-0.000377614453205096,5106,120
CPA2,fa_acoustic_radiation_left,fa,0.00309177855941098,0.00236520314884766,0.191204217822702,0.718708343441394,-0.000134396079104042,5254,124
IL2RA,icvf_corticospinal_tract_left,icvf,0.00342748631813498,0.00262276105137762,0.191330705001987,0.718959475086335,0.000380931139520059,5177,119
ARHGAP1,icvf_anterior_thalamic_radiation_right,icvf,-0.00413578740634566,0.00316506358883332,0.191373641766362,0.718959475086335,-0.000617791784910923,5108,117
CX3CL1,fa_forceps_major,fa,-0.0032635596030966,0.00249851451828506,0.191542602656133,0.719401364519,4.34427683850667e-05,5182,119
CD160,icvf_parahippocampal_cingulum_right,icvf,0.00360522078414173,0.00276043328371768,0.191598029856723,0.719416718216038,-0.00015273588943191,5261,125
CRTAC1,icvf_forceps_minor,icvf,-0.00430872312538194,0.00330025309310152,0.191754710844544,0.719419250608261,0.00152467912842532,5267,123
PLA2G15,icvf_uncinate_fasciculus_right,icvf,0.00373362741824742,0.00286007392728638,0.191803530182985,0.719419250608261,-0.000482929389614535,5257,123
DUSP13,fa_superior_thalamic_radiation_right,fa,0.0032609298585227,0.00249786584511822,0.19180620883339,0.719419250608261,-0.000116548992169564,3811,116
HLA_A,md_forceps_major,md,-7.80320084617443e-06,5.9774823579339e-06,0.191824151818343,0.719419250608261,1.00589645722888e-06,3827,115
TNFSF13,fa_cingulate_gyrus_cingulum_left,fa,-0.00399078980378727,0.00305743345325872,0.191856991887582,0.719419250608261,-0.00039674717421964,5221,120
PLA2G15,icvf_forceps_major,icvf,0.00463671751967687,0.00355285437698348,0.191926786668034,0.719419250608261,-0.000320837917454613,5257,123
ITGB1,fa_corticospinal_tract_left,fa,0.00345259770870801,0.00264573979779033,0.191962647996469,0.719419250608261,-0.000374318136115951,5195,118
EPHA1,fa_forceps_minor,fa,0.00272196253259016,0.00208610240461956,0.192015978784213,0.719419250608261,-0.000372265852552305,5214,120
DPP6,icvf_superior_thalamic_radiation_right,icvf,0.00362302493325679,0.00277712139705801,0.192087826643053,0.719419250608261,0.000938134127312437,5200,121
MAGEA3,md_posterior_thalamic_radiation_right,md,-7.03709428450696e-06,5.39410119753293e-06,0.192112098464006,0.719419250608261,-2.07128948352987e-07,3766,114
ART3,icvf_inferior_longitudinal_fasciculus_right,icvf,-0.00456388157050521,0.0034995125916307,0.192240791548432,0.719636594739706,0.000531917749275211,5218,120
ST6GAL1,icvf_corticospinal_tract_right,icvf,-0.00359262848097451,0.00275521151557056,0.192311339694704,0.719636594739706,-2.55987842507848e-05,5267,123
CNTN5,fa_inferior_fronto_occipital_fasciculus_left,fa,0.00334509101049893,0.00256569876769261,0.192368564143357,0.719636594739706,0.000661059645304588,5192,123
NEFL,fa_inferior_longitudinal_fasciculus_right,fa,-0.00204901080790991,0.00157218536646059,0.192535357601295,0.719636594739706,-0.000184181832314641,5091,121
KLK6,icvf_cingulate_gyrus_cingulum_left,icvf,0.00510476944189693,0.00391685737500032,0.192535756147201,0.719636594739706,0.00123640389419422,5249,123
PRR4,icvf_middle_cerebellar_peduncle,icvf,-0.00467118085973538,0.00358446804150755,0.192596812815174,0.719636594739706,-3.56259929532974e-05,3710,110
PPP3R1,md_corticospinal_tract_left,md,3.49078196668647e-06,2.6789492783211e-06,0.192618572228179,0.719636594739706,7.4987294355768e-07,5182,119
THY1,icvf_uncinate_fasciculus_left,icvf,0.0032460102025168,0.00249122947749918,0.192640181168858,0.719636594739706,0.00100002508310275,5274,124
PENK,icvf_superior_longitudinal_fasciculus_right,icvf,0.00495082155462749,0.00379951657674692,0.192650569313582,0.719636594739706,-0.000112566994617121,3736,110
CD5L,icvf_posterior_thalamic_radiation_right,icvf,0.00491213684291123,0.00377012134636495,0.192683686823905,0.719636594739706,-0.000751916144586769,3807,112
CKB,fa_inferior_fronto_occipital_fasciculus_right,fa,0.00266298042759892,0.00204496695062842,0.192922384259149,0.720147189053982,-0.000167402558435132,3829,115
COMP,md_forceps_major,md,7.57999671111071e-06,5.82217983493457e-06,0.193002983830452,0.720147189053982,-1.38576702493359e-06,5147,116
BAG3,fa_parahippocampal_cingulum_right,fa,-0.00369367028978237,0.00283725153990968,0.193026357597678,0.720147189053982,0.00083679761778822,5175,119
BAG3,icvf_posterior_thalamic_radiation_right,icvf,0.00390188900914266,0.00299733609178146,0.193047692709778,0.720147189053982,0.00101371474929483,5175,119
ADGRE5,fa_inferior_longitudinal_fasciculus_left,fa,0.00244206016188878,0.00187605950965506,0.193077355974867,0.720147189053982,-0.000473245398010974,5247,121
IL15,fa_cingulate_gyrus_cingulum_right,fa,-0.00408310777585478,0.00313794889463589,0.193246809203414,0.720587423461265,-0.000292523722659832,5197,123
ITGA2,fa_inferior_longitudinal_fasciculus_right,fa,0.0027192649463627,0.00209037314958969,0.1933896624773,0.720640560234245,-0.000240341253421841,3736,110
TNXB,fa_medial_lemniscus_left,fa,0.00311389090044068,0.00239401328398895,0.19341896740819,0.720640560234245,0.000323459841664606,5219,121
SETMAR,fa_inferior_fronto_occipital_fasciculus_right,fa,0.00242643756470207,0.0018655610310407,0.193437116580623,0.720640560234245,0.000256024469797317,5171,119
HSPA1A,fa_inferior_fronto_occipital_fasciculus_right,fa,-0.00255349048215752,0.00196393139980261,0.193592256500036,0.720640560234245,-7.79919687013877e-05,5214,120
TNFRSF6B,fa_uncinate_fasciculus_right,fa,0.00238972975889842,0.00183798386722557,0.193593466536148,0.720640560234245,-0.000434766260231946,5182,119
NEO1,md_superior_longitudinal_fasciculus_left,md,-4.05548592954119e-06,3.11917335978327e-06,0.193617800880184,0.720640560234245,8.52541360837255e-07,3827,115
MOG,md_corticospinal_tract_right,md,4.19582140218124e-06,3.22793445325003e-06,0.193710439578088,0.720640560234245,1.91323663585525e-07,5255,124
NPTXR,md_acoustic_radiation_left,md,6.30026645107944e-06,4.84725864367719e-06,0.193741242000341,0.720640560234245,-3.9904965976665e-07,5212,122
CTSC,icvf_uncinate_fasciculus_left,icvf,0.00365148931832276,0.0028094877659741,0.193761858383955,0.720640560234245,0.000242907032289422,5188,118
C4BPB,md_forceps_major,md,6.11046718139658e-06,4.70239795649149e-06,0.193851244785411,0.720640560234245,-2.23932104901158e-07,5257,123
ARHGAP1,fa_superior_longitudinal_fasciculus_right,fa,-0.00269270758901281,0.0020724897333973,0.193912666467441,0.720640560234245,-0.000143114614738765,5108,117
LTBP2,icvf_posterior_thalamic_radiation_right,icvf,0.00454649646795606,0.00350015495786804,0.194020937737059,0.720640560234245,-0.000436489639473529,5267,123
GRP,md_cingulate_gyrus_cingulum_right,md,-4.26988067271436e-06,3.28748047845969e-06,0.194082375648808,0.720640560234245,9.54758538816794e-07,3733,110
JCHAIN,fa_corticospinal_tract_right,fa,-0.0035495472479327,0.00273333391004587,0.194134948253124,0.720640560234245,-0.000518852797898456,5106,120
DPP6,md_superior_thalamic_radiation_right,md,-3.77729009852922e-06,2.90903789852627e-06,0.194184511144312,0.720640560234245,-1.04914404785055e-06,5200,121
LRTM2,fa_corticospinal_tract_right,fa,0.00396245401850617,0.00305166761096522,0.194209283461051,0.720640560234245,-8.82142838126403e-05,3827,115
LRRN1,icvf_forceps_minor,icvf,-0.00469749502954711,0.00361933310605346,0.194383947530518,0.720640560234245,0.00149080586117337,5106,120
NPPC,fa_posterior_thalamic_radiation_left,fa,-0.00304638952319847,0.00234722224733412,0.194389649272014,0.720640560234245,-0.000437012580716146,5197,123
PLA2G15,md_cingulate_gyrus_cingulum_left,md,-4.31661449757703e-06,3.32597036544731e-06,0.19439549208332,0.720640560234245,4.68160681802984e-07,5257,123
RGMA,md_inferior_longitudinal_fasciculus_left,md,4.4929253833493e-06,3.46206067473503e-06,0.194426487911815,0.720640560234245,-1.50818963699008e-07,5274,124
SCRG1,fa_superior_longitudinal_fasciculus_left,fa,0.00271784350986833,0.00209474859895264,0.194552580122555,0.720640560234245,-0.00125820303635425,3836,114
OBP2B,icvf_parahippocampal_cingulum_right,icvf,-0.00331128732052841,0.00255227980919045,0.194557083765193,0.720640560234245,-0.00077602611892086,5163,119
FAP,md_superior_longitudinal_fasciculus_right,md,-3.35637889225201e-06,2.58705148857593e-06,0.194558681917994,0.720640560234245,-1.71188264412087e-06,5267,123
ENO3,md_inferior_longitudinal_fasciculus_right,md,-4.57634881030339e-06,3.52724729171381e-06,0.194564321370521,0.720640560234245,-1.51091293023555e-06,3733,110
AMN,fa_inferior_longitudinal_fasciculus_left,fa,-0.00218360549520862,0.00168326389299019,0.194605615945958,0.720640560234245,-0.000163918764007629,5106,120
ITGAM,md_forceps_major,md,-6.89359835636675e-06,5.31414952003816e-06,0.194614375420308,0.720640560234245,9.09474504967515e-07,5219,121
ITGB6,icvf_superior_thalamic_radiation_right,icvf,-0.00390448890202396,0.00301048708948647,0.194702756642776,0.720640560234245,-0.000381520036619061,5106,120
NELL2,md_cingulate_gyrus_cingulum_left,md,-4.03259437397268e-06,3.10958213543108e-06,0.194747616493702,0.720640560234245,-2.62821627988248e-08,5221,120
GALNT7,fa_superior_longitudinal_fasciculus_left,fa,-0.00275869462896115,0.00212728452402164,0.194752430001219,0.720640560234245,0.000671150904692684,5200,121
IGSF21,fa_cingulate_gyrus_cingulum_right,fa,0.00531504277911959,0.00409889594687517,0.194814334079091,0.720679319812646,-0.000202954513851058,3733,110
CRTAC1,fa_middle_cerebellar_peduncle,fa,0.00353343697426632,0.00272540602566084,0.194866705230415,0.720682802954292,-0.000469373129932292,5267,123
RNASET2,icvf_forceps_major,icvf,0.00400823015276678,0.00309317726795838,0.195091471700904,0.72132369206986,-0.000281481375323157,5233,122
ITGAM,fa_corticospinal_tract_left,fa,0.00309797892914553,0.00239153956270832,0.195242725933554,0.721538292637449,0.000241222099038187,5219,121
BCAN,icvf_uncinate_fasciculus_left,icvf,-0.0038749596037207,0.00299195688310455,0.195334708218389,0.721538292637449,0.000334717597704793,5182,119
VGF,icvf_corticospinal_tract_left,icvf,-0.00400394522970658,0.00309190769429003,0.195406863679802,0.721538292637449,-0.000316254120590462,3827,115
PLXDC1,icvf_cingulate_gyrus_cingulum_left,icvf,0.00469937183462671,0.00362991204845014,0.195508501524499,0.721538292637449,-0.000723041123923976,5108,117
CD5L,icvf_forceps_major,icvf,0.0050447486892806,0.00389679678700415,0.195540825947885,0.721538292637449,-0.000547886685018724,3807,112
OBP2B,fa_posterior_thalamic_radiation_right,fa,-0.00260941861077162,0.00201593699519686,0.195587000403815,0.721538292637449,0.000180951107369978,5163,119
MOG,fa_parahippocampal_cingulum_right,fa,0.00425302920864727,0.00328574024627169,0.195587695394517,0.721538292637449,0.00145169437057473,5255,124
CD83,icvf_acoustic_radiation_left,icvf,0.00327757461424874,0.00253231825542998,0.195620059868672,0.721538292637449,-6.90679539789631e-05,5197,123
LGALS9,md_parahippocampal_cingulum_left,md,7.26295218753476e-06,5.61267336837897e-06,0.195713537832393,0.721538292637449,-1.9678948760337e-06,5201,118
